active	cv.call	cv.fold	cv.params.cv	cv.params.n_jobs	cv.params.return_estimator	cv.params.return_train_score	cv.params.scoring	cv.params.verbose	dataset.call	dataset.name	dataset.params.path	directory	end	estimator.call	estimator.name	hash	path	results.fit_time	results.score_time	results.test_accuracy	results.test_f1_macro	results.test_f1_micro	results.test_f1_samples	results.test_f1_weighted	results.test_jaccard_macro	results.test_jaccard_micro	results.test_jaccard_samples	results.test_jaccard_weighted	results.test_precision_macro	results.test_precision_micro	results.test_precision_samples	results.test_precision_weighted	results.test_recall_macro	results.test_recall_micro	results.test_recall_samples	results.test_recall_weighted	start	results.fit_score_time
True	sklearn.model_selection.cross_validate	0	"IterativeStratification(n_splits=5, order=1, random_state=None,
            sample_distribution_per_fold=None)"	5	False	False	['f1_macro', 'f1_micro', 'f1_weighted', 'f1_samples', 'precision_macro', 'precision_micro', 'precision_weighted', 'precision_samples', 'recall_macro', 'recall_micro', 'recall_weighted', 'recall_samples', 'jaccard_macro', 'jaccard_micro', 'jaccard_weighted', 'jaccard_samples', 'accuracy']	10	data_loaders.load_nakano	Gram_positive	nakano_datasets/datasets/MLC/Gram_positive.csv	nakano_datasets/runs	2023-10-20 00:09:52.759459	proba_vs_embedding.estimators.cascade_proba	proba__1	013a6788ba7d5891dbc8389f96b16afe092d7e7242271f09f9d0b0f4493568ce	/home/pedro/mestrado/biomal_repo/scripts/cascade_forests/experiments/nakano_datasets/runs/013a678_20231020T000950594399_proba__1_Gram_positive.yml	1.6612393856048584	0.33313608169555664	0.9117647058823529	0.7945953498770401	0.926829268292683	0.9248366013071896	0.9229595521849043	0.7132941304452932	0.8636363636363636	0.9215686274509803	0.8701647627743334	0.8313492063492063	0.9405940594059405	0.9313725490196079	0.9352869352869353	0.7681547619047618	0.9134615384615384	0.9215686274509803	0.9134615384615384	2023-10-20 00:09:50.594399	1.994375467300415
True	sklearn.model_selection.cross_validate	1	"IterativeStratification(n_splits=5, order=1, random_state=None,
            sample_distribution_per_fold=None)"	5	False	False	['f1_macro', 'f1_micro', 'f1_weighted', 'f1_samples', 'precision_macro', 'precision_micro', 'precision_weighted', 'precision_samples', 'recall_macro', 'recall_micro', 'recall_weighted', 'recall_samples', 'jaccard_macro', 'jaccard_micro', 'jaccard_weighted', 'jaccard_samples', 'accuracy']	10	data_loaders.load_nakano	Gram_positive	nakano_datasets/datasets/MLC/Gram_positive.csv	nakano_datasets/runs	2023-10-20 00:09:52.759459	proba_vs_embedding.estimators.cascade_proba	proba__1	013a6788ba7d5891dbc8389f96b16afe092d7e7242271f09f9d0b0f4493568ce	/home/pedro/mestrado/biomal_repo/scripts/cascade_forests/experiments/nakano_datasets/runs/013a678_20231020T000950594399_proba__1_Gram_positive.yml	1.6410377025604248	0.34045910835266113	0.8761904761904762	0.8520877100840336	0.888888888888889	0.8761904761904762	0.88953081232493	0.7488095238095238	0.8	0.8761904761904762	0.8044897959183673	0.8632326007326008	0.9019607843137255	0.8761904761904762	0.9053235653235654	0.8428781512605041	0.8761904761904762	0.8761904761904762	0.8761904761904762	2023-10-20 00:09:50.594399	1.981496810913086
True	sklearn.model_selection.cross_validate	2	"IterativeStratification(n_splits=5, order=1, random_state=None,
            sample_distribution_per_fold=None)"	5	False	False	['f1_macro', 'f1_micro', 'f1_weighted', 'f1_samples', 'precision_macro', 'precision_micro', 'precision_weighted', 'precision_samples', 'recall_macro', 'recall_micro', 'recall_weighted', 'recall_samples', 'jaccard_macro', 'jaccard_micro', 'jaccard_weighted', 'jaccard_samples', 'accuracy']	10	data_loaders.load_nakano	Gram_positive	nakano_datasets/datasets/MLC/Gram_positive.csv	nakano_datasets/runs	2023-10-20 00:09:52.759459	proba_vs_embedding.estimators.cascade_proba	proba__1	013a6788ba7d5891dbc8389f96b16afe092d7e7242271f09f9d0b0f4493568ce	/home/pedro/mestrado/biomal_repo/scripts/cascade_forests/experiments/nakano_datasets/runs/013a678_20231020T000950594399_proba__1_Gram_positive.yml	1.6403260231018066	0.34239792823791504	0.9428571428571428	0.819062153163152	0.951923076923077	0.9428571428571428	0.9448771206595844	0.7551108374384237	0.908256880733945	0.9428571428571428	0.9113300492610837	0.9642857142857143	0.9611650485436893	0.9428571428571428	0.9659863945578232	0.7882142857142858	0.9428571428571428	0.9428571428571428	0.9428571428571428	2023-10-20 00:09:50.594399	1.9827239513397217
True	sklearn.model_selection.cross_validate	3	"IterativeStratification(n_splits=5, order=1, random_state=None,
            sample_distribution_per_fold=None)"	5	False	False	['f1_macro', 'f1_micro', 'f1_weighted', 'f1_samples', 'precision_macro', 'precision_micro', 'precision_weighted', 'precision_samples', 'recall_macro', 'recall_micro', 'recall_weighted', 'recall_samples', 'jaccard_macro', 'jaccard_micro', 'jaccard_weighted', 'jaccard_samples', 'accuracy']	10	data_loaders.load_nakano	Gram_positive	nakano_datasets/datasets/MLC/Gram_positive.csv	nakano_datasets/runs	2023-10-20 00:09:52.759459	proba_vs_embedding.estimators.cascade_proba	proba__1	013a6788ba7d5891dbc8389f96b16afe092d7e7242271f09f9d0b0f4493568ce	/home/pedro/mestrado/biomal_repo/scripts/cascade_forests/experiments/nakano_datasets/runs/013a678_20231020T000950594399_proba__1_Gram_positive.yml	1.634453296661377	0.33461666107177734	0.9142857142857143	0.6992597451274363	0.9275362318840579	0.9142857142857143	0.9133808095952025	0.6569444444444444	0.8648648648648649	0.9142857142857143	0.864074074074074	0.7042412617220801	0.9411764705882353	0.9142857142857143	0.9142540494458653	0.6957142857142857	0.9142857142857143	0.9142857142857143	0.9142857142857143	2023-10-20 00:09:50.594399	1.9690699577331543
True	sklearn.model_selection.cross_validate	4	"IterativeStratification(n_splits=5, order=1, random_state=None,
            sample_distribution_per_fold=None)"	5	False	False	['f1_macro', 'f1_micro', 'f1_weighted', 'f1_samples', 'precision_macro', 'precision_micro', 'precision_weighted', 'precision_samples', 'recall_macro', 'recall_micro', 'recall_weighted', 'recall_samples', 'jaccard_macro', 'jaccard_micro', 'jaccard_weighted', 'jaccard_samples', 'accuracy']	10	data_loaders.load_nakano	Gram_positive	nakano_datasets/datasets/MLC/Gram_positive.csv	nakano_datasets/runs	2023-10-20 00:09:52.759459	proba_vs_embedding.estimators.cascade_proba	proba__1	013a6788ba7d5891dbc8389f96b16afe092d7e7242271f09f9d0b0f4493568ce	/home/pedro/mestrado/biomal_repo/scripts/cascade_forests/experiments/nakano_datasets/runs/013a678_20231020T000950594399_proba__1_Gram_positive.yml	1.6418349742889404	0.35758304595947266	0.8921568627450981	0.7852699530516433	0.911764705882353	0.9052287581699348	0.9045300650054172	0.6969916344916345	0.8378378378378378	0.9019607843137255	0.8403870903870904	0.938034188034188	0.93	0.9117647058823529	0.9327333990795529	0.745397793263647	0.8942307692307693	0.9019607843137255	0.8942307692307693	2023-10-20 00:09:50.594399	1.999418020248413
True	sklearn.model_selection.cross_validate	0	"IterativeStratification(n_splits=5, order=1, random_state=None,
            sample_distribution_per_fold=None)"	5	False	False	['f1_macro', 'f1_micro', 'f1_weighted', 'f1_samples', 'precision_macro', 'precision_micro', 'precision_weighted', 'precision_samples', 'recall_macro', 'recall_micro', 'recall_weighted', 'recall_samples', 'jaccard_macro', 'jaccard_micro', 'jaccard_weighted', 'jaccard_samples', 'accuracy']	10	data_loaders.load_nakano	enron	nakano_datasets/datasets/MLC/enron.csv	nakano_datasets/runs	2023-10-20 00:14:07.682891	proba_vs_embedding.estimators.final_estimator	final_estimator	02cbb6712b608b08abfcd126aa2fe6aeeec6954f1321a17b014cc9813c1dcdca	/home/pedro/mestrado/biomal_repo/scripts/cascade_forests/experiments/nakano_datasets/runs/02cbb67_20231020T001402864457_final_estimator_enron.yml	2.9020755290985107	1.0001072883605957	0.11641791044776119	0.16375750848570075	0.5164162493043962	0.5016223908761221	0.4580313597530583	0.11631140446068164	0.3480870217554389	0.39384150675195456	0.3388042573704208	0.2931971960932006	0.7127496159754224	0.6990298507462687	0.625959663583315	0.1380062120512122	0.4048865619546248	0.43162757640369576	0.4048865619546248	2023-10-20 00:14:02.864457	3.9021828174591064
True	sklearn.model_selection.cross_validate	1	"IterativeStratification(n_splits=5, order=1, random_state=None,
            sample_distribution_per_fold=None)"	5	False	False	['f1_macro', 'f1_micro', 'f1_weighted', 'f1_samples', 'precision_macro', 'precision_micro', 'precision_weighted', 'precision_samples', 'recall_macro', 'recall_micro', 'recall_weighted', 'recall_samples', 'jaccard_macro', 'jaccard_micro', 'jaccard_weighted', 'jaccard_samples', 'accuracy']	10	data_loaders.load_nakano	enron	nakano_datasets/datasets/MLC/enron.csv	nakano_datasets/runs	2023-10-20 00:14:07.682891	proba_vs_embedding.estimators.final_estimator	final_estimator	02cbb6712b608b08abfcd126aa2fe6aeeec6954f1321a17b014cc9813c1dcdca	/home/pedro/mestrado/biomal_repo/scripts/cascade_forests/experiments/nakano_datasets/runs/02cbb67_20231020T001402864457_final_estimator_enron.yml	2.966503858566284	1.059791088104248	0.11370262390670553	0.1707984436355933	0.5326027397260273	0.5011506633955614	0.4817532528974548	0.11835591413459572	0.36295743091859595	0.39707182192604934	0.3592500833343858	0.27652431871963085	0.7053701015965167	0.6826252950159655	0.6284425152916278	0.13443535959301323	0.4278169014084507	0.45268985145078444	0.4278169014084507	2023-10-20 00:14:02.864457	4.026294946670532
True	sklearn.model_selection.cross_validate	2	"IterativeStratification(n_splits=5, order=1, random_state=None,
            sample_distribution_per_fold=None)"	5	False	False	['f1_macro', 'f1_micro', 'f1_weighted', 'f1_samples', 'precision_macro', 'precision_micro', 'precision_weighted', 'precision_samples', 'recall_macro', 'recall_micro', 'recall_weighted', 'recall_samples', 'jaccard_macro', 'jaccard_micro', 'jaccard_weighted', 'jaccard_samples', 'accuracy']	10	data_loaders.load_nakano	enron	nakano_datasets/datasets/MLC/enron.csv	nakano_datasets/runs	2023-10-20 00:14:07.682891	proba_vs_embedding.estimators.final_estimator	final_estimator	02cbb6712b608b08abfcd126aa2fe6aeeec6954f1321a17b014cc9813c1dcdca	/home/pedro/mestrado/biomal_repo/scripts/cascade_forests/experiments/nakano_datasets/runs/02cbb67_20231020T001402864457_final_estimator_enron.yml	3.4335546493530273	0.9462301731109619	0.11849710982658959	0.2130630047195935	0.5215982721382288	0.5046805795360709	0.47132262006763814	0.14992108975498677	0.3528122717311907	0.3959755482154326	0.3478621671820348	0.3707432379089267	0.679324894514768	0.6819777043765484	0.614499901320201	0.16911811382260747	0.4233128834355828	0.451902697495183	0.4233128834355828	2023-10-20 00:14:02.864457	4.379784822463989
True	sklearn.model_selection.cross_validate	3	"IterativeStratification(n_splits=5, order=1, random_state=None,
            sample_distribution_per_fold=None)"	5	False	False	['f1_macro', 'f1_micro', 'f1_weighted', 'f1_samples', 'precision_macro', 'precision_micro', 'precision_weighted', 'precision_samples', 'recall_macro', 'recall_micro', 'recall_weighted', 'recall_samples', 'jaccard_macro', 'jaccard_micro', 'jaccard_weighted', 'jaccard_samples', 'accuracy']	10	data_loaders.load_nakano	enron	nakano_datasets/datasets/MLC/enron.csv	nakano_datasets/runs	2023-10-20 00:14:07.682891	proba_vs_embedding.estimators.final_estimator	final_estimator	02cbb6712b608b08abfcd126aa2fe6aeeec6954f1321a17b014cc9813c1dcdca	/home/pedro/mestrado/biomal_repo/scripts/cascade_forests/experiments/nakano_datasets/runs/02cbb67_20231020T001402864457_final_estimator_enron.yml	3.5791091918945312	0.9729344844818115	0.11176470588235295	0.18602357327794095	0.51974386339381	0.49401853048911876	0.46622908746256064	0.1308040538664381	0.35111751982696465	0.39090802987861817	0.3459665233115484	0.304907727415955	0.6839887640449438	0.6594257703081232	0.5956055838555196	0.14762127671562203	0.41910499139414803	0.43975023342670405	0.41910499139414803	2023-10-20 00:14:02.864457	4.552043676376343
True	sklearn.model_selection.cross_validate	4	"IterativeStratification(n_splits=5, order=1, random_state=None,
            sample_distribution_per_fold=None)"	5	False	False	['f1_macro', 'f1_micro', 'f1_weighted', 'f1_samples', 'precision_macro', 'precision_micro', 'precision_weighted', 'precision_samples', 'recall_macro', 'recall_micro', 'recall_weighted', 'recall_samples', 'jaccard_macro', 'jaccard_micro', 'jaccard_weighted', 'jaccard_samples', 'accuracy']	10	data_loaders.load_nakano	enron	nakano_datasets/datasets/MLC/enron.csv	nakano_datasets/runs	2023-10-20 00:14:07.682891	proba_vs_embedding.estimators.final_estimator	final_estimator	02cbb6712b608b08abfcd126aa2fe6aeeec6954f1321a17b014cc9813c1dcdca	/home/pedro/mestrado/biomal_repo/scripts/cascade_forests/experiments/nakano_datasets/runs/02cbb67_20231020T001402864457_final_estimator_enron.yml	3.3659632205963135	0.9709157943725586	0.11834319526627218	0.17267581168751117	0.5315363881401618	0.5175105466525586	0.4763883502969142	0.12436551993524148	0.3619676945668135	0.4069292886600579	0.36080098344725925	0.2999783460415382	0.7144927536231884	0.7121724429416737	0.628734622509747	0.13989368534619007	0.4231759656652361	0.46042675273444506	0.4231759656652361	2023-10-20 00:14:02.864457	4.336879014968872
True	sklearn.model_selection.cross_validate	0	"IterativeStratification(n_splits=5, order=1, random_state=None,
            sample_distribution_per_fold=None)"	5	False	False	['f1_macro', 'f1_micro', 'f1_weighted', 'f1_samples', 'precision_macro', 'precision_micro', 'precision_weighted', 'precision_samples', 'recall_macro', 'recall_micro', 'recall_weighted', 'recall_samples', 'jaccard_macro', 'jaccard_micro', 'jaccard_weighted', 'jaccard_samples', 'accuracy']	10	data_loaders.load_nakano	flags	nakano_datasets/datasets/MLC/flags.csv	nakano_datasets/runs	2023-10-20 00:03:08.940555	proba_vs_embedding.estimators.cascade_proba	proba__4	0b8fd898354f04e836dad6b188bf3288bac2635543ee5e6239ed0c7962c3f8a4	/home/pedro/mestrado/biomal_repo/scripts/cascade_forests/experiments/nakano_datasets/runs/0b8fd89_20231020T000302831088_proba__4_flags.yml	5.122520446777344	0.702552080154419	0.16216216216216217	0.5757529767759947	0.7773584905660378	0.764933114933115	0.7269766649733822	0.48912525698239984	0.6358024691358025	0.651930501930502	0.6274272067182515	0.5493531780628554	0.7862595419847328	0.7752252252252252	0.6910525185753881	0.6063310986826673	0.7686567164179104	0.7761261261261261	0.7686567164179104	2023-10-20 00:03:02.831088	5.825072526931763
